AccessionId	CDC	Pango	Collected	Country
ERR5068384		B.1.1	10/9/2020	United Kingdom
ERR5068481		B.1.1.37	9/4/2020	United Kingdom
ERR5068856		B.1.177	10/4/2020	United Kingdom
ERR5069187		B.1.1.307	8/30/2020	United Kingdom
ERR5069256		AD.2	9/3/2020	United Kingdom
ERR5069605		B.1.532	9/1/2020	United Kingdom
ERR5070018		B.1.177	11/8/2020	United Kingdom
ERR5070056		B.1.177	9/4/2020	United Kingdom
ERR5070142		B.28	4/5/2020	United Kingdom
ERR5070219		B.1.1	5/1/2020	United Kingdom
ERR5070275		B.1.36.16	9/1/2020	United Kingdom
ERR5070968		B.1.177.16	10/30/2020	United Kingdom
ERR5071275		B.1.177.5	10/4/2020	United Kingdom
ERR5071410		B.1.160	10/2/2020	United Kingdom
ERR5071426		B.1.1.240	9/6/2020	United Kingdom
ERR5071509		B.1.177	10/30/2020	United Kingdom
ERR5071916		C.35	9/2/2020	United Kingdom
ERR5072941		B.1.1.194	5/2/2020	United Kingdom
ERR5073166		B.1.177	10/2/2020	United Kingdom
ERR5073433		B.1.177	10/30/2020	United Kingdom
ERR5074369		B.1.1.37	10/9/2020	United Kingdom
ERR5074998		B.1.1.309	8/30/2020	United Kingdom
ERR5075422		AD.2	9/7/2020	United Kingdom
ERR5075981		B.1.1.311	10/30/2020	United Kingdom
ERR5076283		B.1.1	4/12/2020	United Kingdom
ERR5076528		B.1.177	10/30/2020	United Kingdom
ERR5076838		B.1.177.18	10/10/2020	United Kingdom
ERR5076860		B.1.1.307	9/6/2020	United Kingdom
ERR5077382		B.1.177	9/5/2020	United Kingdom
ERR5077861		B.1.1.37	10/6/2020	United Kingdom
ERR5078653		B.1.1.39	8/30/2020	United Kingdom
ERR5080242	Alpha	B.1.1.7	10/30/2020	United Kingdom
ERR5080317		B.1.177	9/1/2020	United Kingdom
ERR5081220		B.1.258	9/4/2020	United Kingdom
ERR5081365		B.1.389	9/8/2020	United Kingdom
ERR5081856		B.1.177.17	10/9/2020	United Kingdom
ERR5082258		B.1.1.37	9/1/2020	United Kingdom
ERR5082283		B.1.416.1	9/8/2020	United Kingdom
ERR5082656		B.1.177	10/30/2020	United Kingdom
ERR5091944		B.1.177.56	11/5/2020	United Kingdom
ERR5100848		B.1.1.234	10/1/2020	United Kingdom
ERR5212313		B.1.1.59	6/12/2020	United Kingdom
ERR5212314		B.1.1.286	8/10/2020	United Kingdom
ERR5320405		B.3	3/3/2020	Austria
ERR5320413		B.1.1	4/2/2020	Austria
ERR5320417		B.1.1	4/5/2020	Austria
ERR5320448		B.1	4/1/2020	Austria
ERR5320452		B.1	3/12/2020	Austria
ERR5320457		B.1.465	4/2/2020	Austria
ERR5320840		B.1	4/13/2020	Austria
ERR5321676		B.1	4/6/2020	Austria
ERR5321685		B.1.1.1	4/11/2020	Austria
ERR5321748		B.1.1	4/6/2020	Austria
ERR5321754		B.1	5/13/2020	Austria
ERR5321805		B.40	4/5/2020	Austria
ERR5321866		B.1.1	4/1/2020	Austria
ERR5321881		B.1.513	4/11/2020	Austria
ERR5322373		B.1	3/2/2020	Spain
ERR5431049		B.1.177	7/30/2020	Spain
ERR5431061		B.1.177	8/1/2020	Spain
ERR5431068		B.1.177	8/1/2020	Spain
ERR5431091		B.1.177	8/3/2020	Spain
ERR5508429		B.1	5/12/2020	United Kingdom
ERR5696861		B.1.177	9/8/2020	Spain
ERR5696904		A.5	3/8/2020	Spain
ERR5696942		B.1	3/11/2020	Spain
ERR5696949		B.1	6/1/2020	Spain
ERR5696981		B.1	6/12/2020	Spain
ERR5697000		B.1	4/7/2020	Spain
ERR5697041		B.1	5/6/2020	Spain
ERR5697064		B.1	4/13/2020	Spain
ERR5697078		B.1.177	8/1/2020	Spain
ERR5697137		B.1	5/4/2020	Spain
ERR5697187		B.1.177	8/13/2020	Spain
ERR5697196		B.1.177	8/13/2020	Spain
ERR5697252		A.2	3/22/2020	Spain
ERR5697256		B.1.177	8/30/2020	Spain
ERR5697258		A.5	3/22/2020	Spain
ERR5697273		B.1	4/7/2020	Spain
ERR5697274		B.1	5/7/2020	Spain
ERR5697276		A.2	5/10/2020	Spain
ERR5697277		A.2	5/10/2020	Spain
ERR5698025		B.1.177	8/22/2020	Spain
ERR5698026		B.1.177	8/4/2020	Spain
ERR5698027		B.1.1	9/21/2020	Spain
ERR5698028		B.1.416.1	8/5/2020	Spain
ERR5698031		B.1.177	8/6/2020	Spain
ERR5698035		B.1	3/19/2020	Spain
ERR5698039		B.1.177	8/6/2020	Spain
ERR5698043		A.5	6/11/2020	Spain
ERR5698045		B.1.177	8/6/2020	Spain
ERR5698046		B.1.177	10/21/2020	Spain
ERR5698051		B	6/30/2020	Spain
ERR5698052		B.1.177	9/21/2020	Spain
ERR5698053		B.1.177	10/27/2020	Spain
ERR5698055		B.1.177	9/8/2020	Spain
ERR5698056		B.1.177	8/28/2020	Spain
ERR5698058		B.1.177	8/8/2020	Spain
ERR5698059		B.1.177	9/9/2020	Spain
ERR5698060		B	7/15/2020	Spain
ERR5698061		B.1.177	8/26/2020	Spain
ERR5698064		B	7/27/2020	Spain
ERR5698065		B.1.177	10/27/2020	Spain
ERR5698066		B.1.177	8/9/2020	Spain
ERR5698068		B.1.177	9/16/2020	Spain
ERR5698071		B.1.177	9/10/2020	Spain
ERR5698072		B.1.177	8/10/2020	Spain
ERR5698073		B.1.177	9/8/2020	Spain
ERR5698081		B.1.177	11/4/2020	Spain
ERR5698082		B.1.177	10/29/2020	Spain
ERR5698092		B.1.177	9/17/2020	Spain
ERR5698093		B.1.177.81	10/4/2020	Spain
ERR5698095		B.1.177	11/5/2020	Spain
ERR5698097		B.1.177	11/17/2020	Spain
ERR5698098		B	8/15/2020	Spain
ERR5698105		B.1.177	10/7/2020	Spain
ERR5698106		B.1.177	9/10/2020	Spain
ERR5698110		B.1.177	10/27/2020	Spain
ERR5698115		B.1.177	9/10/2020	Spain
ERR5698119		B.1.177	9/14/2020	Spain
ERR5698121		B.1.177	9/19/2020	Spain
ERR5698126		B.1.177	9/13/2020	Spain
ERR5698129		B.1.177	9/10/2020	Spain
ERR5698130		B.1.177	9/19/2020	Spain
ERR5698134		C.36	11/14/2020	Spain
ERR5698135		B.1.177.81	9/17/2020	Spain
ERR5698136		B.1.177	9/21/2020	Spain
ERR5698137		B.1.177	10/8/2020	Spain
ERR5698143		B.1.177	11/17/2020	Spain
ERR5698144		B.1.177	9/21/2020	Spain
ERR5698145		B.1.177	9/18/2020	Spain
ERR5698153		B.1.177	11/19/2020	Spain
ERR5698154		B.1.177	10/16/2020	Spain
ERR5698156		B.1.177	9/22/2020	Spain
ERR5698159		B.1.177	9/21/2020	Spain
ERR5698170		B.1.177	9/21/2020	Spain
ERR5698177		B.1.177	10/16/2020	Spain
ERR5698178		B.1.177	10/9/2020	Spain
ERR5698180		B.1.177.81	9/25/2020	Spain
ERR5698182		B.1.177	9/21/2020	Spain
ERR5698183		B.1.177.81	10/5/2020	Spain
ERR5698184		B.1.1.222	8/7/2020	Spain
ERR5698187		B.1.177	11/22/2020	Spain
ERR5698190		B.1.177.81	10/11/2020	Spain
ERR5698191		B.1.177	9/29/2020	Spain
ERR5698192		B.1.177	11/29/2020	Spain
ERR5698198		B.1.177	9/21/2020	Spain
ERR5698200		B.1.177	9/10/2020	Spain
ERR5698202		B.1.1.222	8/6/2020	Spain
ERR5698203		B.1.177	11/28/2020	Spain
ERR5698204		B.1.177	9/29/2020	Spain
ERR5698205		B.1.177	10/12/2020	Spain
ERR5698209		B.1.177	11/26/2020	Spain
ERR5698212		B.1.177.81	10/13/2020	Spain
ERR5698214		B.1.177	9/10/2020	Spain
ERR5698216		B.1.177	9/29/2020	Spain
ERR5698218		B.1.177.81	10/14/2020	Spain
ERR5698219		B.1.177	10/16/2020	Spain
ERR5698221		B.1.177	10/16/2020	Spain
ERR5698223		B.1.177	9/29/2020	Spain
ERR5698225		B.1.177	8/29/2020	Spain
ERR5698227		B.1.177	9/21/2020	Spain
ERR5698228		B.1.177	10/16/2020	Spain
ERR5698231		B.1.177	9/29/2020	Spain
ERR5698232		B.1.177	9/10/2020	Spain
ERR5698235		B.1.177	11/1/2020	Spain
ERR5698236		B.1.177	9/29/2020	Spain
ERR5698237		B.1.177	9/9/2020	Spain
ERR5698240		B.1.177	9/21/2020	Spain
ERR5698241		B.1.177	9/29/2020	Spain
ERR5698243		B.1.177	9/29/2020	Spain
ERR5698244		B.1.177	9/10/2020	Spain
ERR5698251		B.1.177	9/21/2020	Spain
ERR5698266		B.1.177	9/29/2020	Spain
ERR5698268		B.1.177	9/10/2020	Spain
ERR5698272		B.1.177	9/10/2020	Spain
ERR5698274		B.1.177	9/21/2020	Spain
ERR5698275		B.1.177	8/25/2020	Spain
ERR5698277		B.1.177	9/29/2020	Spain
ERR5698279		B.1.177	11/19/2020	Spain
ERR5698286		B.1.177	9/10/2020	Spain
ERR5698288		B.1.177	9/21/2020	Spain
ERR5698290		B.1.177	9/29/2020	Spain
ERR5698299		B.1.177	9/21/2020	Spain
ERR5698302		B.1.177	9/10/2020	Spain
ERR5698303		B.1.177	10/16/2020	Spain
ERR5698308		B.1.177	10/16/2020	Spain
ERR5698309		B.1.177	11/19/2020	Spain
ERR5698310		A.5	6/22/2020	Spain
ERR5698312		B.1.177	9/21/2020	Spain
ERR5698313		B.1.177	9/10/2020	Spain
ERR5698314		B.1.177	9/28/2020	Spain
ERR5698316		B.1.177	11/19/2020	Spain
ERR5698321		B.1.1	10/16/2020	Spain
ERR5698322		B.1.177	11/19/2020	Spain
ERR5698324		B.1.177	9/21/2020	Spain
ERR5698326		B.1.177	9/10/2020	Spain
ERR5698327		B.1.177	11/19/2020	Spain
ERR5698329		B.1.177	9/29/2020	Spain
ERR5698330		B.1.177	11/19/2020	Spain
ERR5698336		B.1.177	11/19/2020	Spain
ERR5698339		B.1.177	9/10/2020	Spain
ERR5698340		B.1.177	8/28/2020	Spain
ERR5698341		B.1.177	11/19/2020	Spain
ERR5698343		B.1.1	9/21/2020	Spain
ERR5698344		B.1.177	10/28/2020	Spain
ERR5698346		B.1.177	11/22/2020	Spain
ERR5698348		B.1.177	10/27/2020	Spain
ERR5698350		B.1.177.69	11/19/2020	Spain
ERR5698351		B.1.177	9/29/2020	Spain
ERR5698352		B.1.177	9/10/2020	Spain
ERR5698353		B.1.177	11/22/2020	Spain
ERR5698354		B.1.177	10/27/2020	Spain
ERR5698359		B.1.416.1	9/21/2020	Spain
ERR5698361		B.1.177	11/22/2020	Spain
ERR5698363		B.1.177	9/10/2020	Spain
ERR5698365		B.1.177	9/29/2020	Spain
ERR5698366		B.1.177	10/27/2020	Spain
ERR5698371		B.1.177	11/22/2020	Spain
ERR5698374		B.1.177	9/10/2020	Spain
ERR5698375		B.1.177	10/27/2020	Spain
ERR5698376		B.1.177	11/14/2020	Spain
ERR5698377		B.1.177	11/22/2020	Spain
ERR5698383		B.1.177	11/22/2020	Spain
ERR5698385		B.1.177	11/14/2020	Spain
ERR5698387		B.1.177	10/27/2020	Spain
ERR5698388		B.1.177	9/29/2020	Spain
ERR5698389		B.1.177	9/21/2020	Spain
ERR5698391		B.1.177	11/22/2020	Spain
ERR5698395		B.1.177	9/10/2020	Spain
ERR5698397		B.1.177	11/14/2020	Spain
ERR5698399		B.1.177	9/29/2020	Spain
ERR5698401		B.1.177	10/27/2020	Spain
ERR5698403		B.1.177	10/19/2020	Spain
ERR5698404		B.1.177	9/21/2020	Spain
ERR5698405		B.1.177	9/30/2020	Spain
ERR5698408		B.1.177	11/22/2020	Spain
ERR5698410		B.1.177	10/27/2020	Spain
ERR5698413		B.1.177	10/20/2020	Spain
ERR5698419		B.1.177	10/20/2020	Spain
ERR5698421		B.1.177	11/22/2020	Spain
ERR5698422		B.1.177	10/27/2020	Spain
ERR5698424		B.1.177	9/30/2020	Spain
ERR5698425		B.1.177	9/21/2020	Spain
ERR5698429		B.1.177	10/20/2020	Spain
ERR5698432		B.1.177	10/22/2020	Spain
ERR5698433		B.1.177	11/22/2020	Spain
ERR5698437		B.1.177	9/21/2020	Spain
ERR5698440		B.1.177	10/20/2020	Spain
ERR5698441		B.1.177	10/23/2020	Spain
ERR5698443		B.1.177	9/30/2020	Spain
ERR5698448		B.1.177	9/21/2020	Spain
ERR5698450		B.1.177	11/22/2020	Spain
ERR5698451		B.1.177	10/20/2020	Spain
ERR5698452		B.1.177	10/1/2020	Spain
ERR5698453		B.1.177	10/1/2020	Spain
ERR5698456		B.1.177	11/21/2020	Spain
ERR5698457		B.1.177	10/1/2020	Spain
ERR5698464		B.1.177	10/3/2020	Spain
ERR5698465		B.1.177	9/21/2020	Spain
ERR5698466		B.1.177	10/20/2020	Spain
ERR5698468		B.1.177	11/21/2020	Spain
ERR5698471		B.1.177	9/21/2020	Spain
ERR5698473		B.1.177	10/20/2020	Spain
ERR5698478		B.1.177.81	10/5/2020	Spain
ERR5698479		B.1.177	10/22/2020	Spain
ERR5698480		B.1.177	9/21/2020	Spain
ERR5698481		B.1.177	10/20/2020	Spain
ERR5698486		B.1.177	10/22/2020	Spain
ERR5698487		B.1.177.81	10/5/2020	Spain
ERR5698488		B.1.177	10/20/2020	Spain
ERR5698489		B.1.177	9/21/2020	Spain
ERR5698494		B.1.499	9/21/2020	Spain
ERR5698495		B.1.177	10/22/2020	Spain
ERR5698496		B.1.177.81	10/5/2020	Spain
ERR5698497		B.1.177	10/20/2020	Spain
ERR5698501		B.1.177	10/6/2020	Spain
ERR5698504		B.1.177	10/20/2020	Spain
ERR5698505		B.1.177	9/21/2020	Spain
ERR5698509		B.1.177	10/20/2020	Spain
ERR5698512		B.1.160	10/22/2020	Spain
ERR5698515		B.1.177	10/20/2020	Spain
ERR5698516		B.1.177	9/21/2020	Spain
ERR5698517		B.1.177.81	10/7/2020	Spain
ERR5698521		B.1.177	10/20/2020	Spain
ERR5698523		B.1.177.81	10/7/2020	Spain
ERR5698526		B.1.177	9/21/2020	Spain
ERR5698528		B.1.177	10/20/2020	Spain
ERR5698531		B.1.177.81	10/7/2020	Spain
ERR5698532		B.1.177	10/20/2020	Spain
ERR5698534		B.1.177	9/21/2020	Spain
ERR5698537		B.1.177.81	10/8/2020	Spain
ERR5698538		B.1.177	10/20/2020	Spain
ERR5698540		B.1.177	9/21/2020	Spain
ERR5698547		B.1.177	9/21/2020	Spain
ERR5698548		B.1.177	10/31/2020	Spain
ERR5698549		B.1.177	9/21/2020	Spain
ERR5698550		B.1	6/29/2020	Spain
ERR5698554		B.1.177	9/21/2020	Spain
ERR5698557		B.1	5/9/2020	Spain
ERR5698559		B.1.177	11/14/2020	Spain
ERR5704416		B	3/20/2020	Spain
ERR5704427	Alpha	B.1.1.7	12/25/2020	Spain
ERR5704432		B.1.177	9/23/2020	Spain
ERR5704455		B.1.177	9/9/2020	Spain
ERR5704460		B.1.1	9/29/2020	Spain
ERR5704472		B.1.177	9/20/2020	Spain
ERR5704483		B.1.177.81	11/2/2020	Spain
ERR5704498		B.1.177	1/10/2021	Spain
ERR5704508	Alpha	B.1.1.7	1/9/2021	Spain
ERR5704515		B.1.177	8/18/2020	Spain
ERR5704614		B.1.575.1	12/5/2020	Spain
ERR5704622		B.1.177	12/5/2020	Spain
ERR5704629		B.1.177	1/10/2021	Spain
ERR5704631		B.1.160	12/5/2020	Spain
ERR5704639		B.1.177	12/5/2020	Spain
ERR5704645		B.1.177	12/5/2020	Spain
ERR5704654		B.1.177	1/9/2021	Spain
ERR5704655		B.1.177	12/5/2020	Spain
ERR5704663		B.1.177	1/9/2021	Spain
ERR5704676		B.1.177	12/25/2020	Spain
ERR5707103		B.1.177.81	10/8/2020	Spain
ERR5707105		B.1.177	10/8/2020	Spain
ERR5707109		B.1.177	8/19/2020	Spain
ERR5707111		B.1.177	8/19/2020	Spain
ERR5707112		B.1.177	8/11/2020	Spain
ERR5707113		B.1.177	8/13/2020	Spain
ERR5707115		B.1.177	8/13/2020	Spain
ERR5707118		B.1.177	8/8/2020	Spain
ERR5707119		B.1.177	8/9/2020	Spain
ERR5707120		B.1.177	8/2/2020	Spain
ERR5707121		B.1.177	7/31/2020	Spain
ERR5707125		B.1.177	8/4/2020	Spain
ERR5707126		B.1.177	8/3/2020	Spain
ERR5707130		B.1.177	8/7/2020	Spain
ERR5707132		B.1.177	8/6/2020	Spain
ERR5707133		B.1.600	7/22/2020	Spain
ERR5707135		B.1.177	8/23/2020	Spain
ERR5707140		B.1.177	8/19/2020	Spain
ERR5708624		B.1	3/17/2020	Spain
ERR5708626		B.1.177	8/11/2020	Spain
ERR5708628		B.1	11/6/2020	Spain
ERR5708630		B.1	3/17/2020	Spain
ERR5708634		B.1.600	8/21/2020	Spain
ERR5708636		B.1.177	9/2/2020	Spain
ERR5708638		B.1.600	7/29/2020	Spain
ERR5708643		B.1.177	7/29/2020	Spain
ERR5708645		B.1.177	11/28/2020	Spain
ERR5708647		B.1.177	7/31/2020	Spain
ERR5708648		B.1.177	11/29/2020	Spain
ERR5708650		B.1.177	10/12/2020	Spain
ERR5708653		B.1.177	7/31/2020	Spain
ERR5708656		B.1.177	8/2/2020	Spain
ERR5708657		B.1	11/10/2020	Spain
ERR5708660		B.1.177	8/1/2020	Spain
ERR5708662		B.1.177	8/12/2020	Spain
ERR5709050		B.1.177	9/8/2020	Spain
ERR5709052		B.1.177	7/31/2020	Spain
ERR5709054		B.1.177	8/3/2020	Spain
ERR5709056		B.1.177	8/5/2020	Spain
ERR5709058		B.1.177	9/8/2020	Spain
ERR5709060		B.1	3/17/2020	Spain
ERR5709061		B.1.177	11/29/2020	Spain
ERR5709064		B.1.177	11/29/2020	Spain
ERR5709311		B.1.177	8/24/2020	Spain
ERR5709314		B.1.177	8/3/2020	Spain
ERR5709315		B.1	3/12/2020	Spain
ERR5709318		B.1	5/18/2020	Spain
ERR5709321		B.1.177	9/21/2020	Spain
ERR5709328		B.1.1.232	11/28/2020	Spain
ERR5709329		B.1.177	8/5/2020	Spain
ERR5709330		B.1.177	8/6/2020	Spain
ERR5709335		B.1.177	8/30/2020	Spain
ERR5709339		B.1.177	10/12/2020	Spain
ERR5709340		B.1.177	8/6/2020	Spain
ERR5709342		B.1.600	8/10/2020	Spain
ERR5709345		B.1	6/2/2020	Spain
ERR5709346		B.1.177	8/7/2020	Spain
ERR5709352		B.1.1.1	8/8/2020	Spain
ERR5709356		B.1.177	8/7/2020	Spain
ERR5709363		B.1.177	8/7/2020	Spain
ERR5709365		B.1.1.406	8/1/2020	Spain
ERR5709372		B.1.177	11/28/2020	Spain
ERR5709374		B.1.177	10/25/2020	Spain
ERR5709378		B.1.1.406	8/8/2020	Spain
ERR5709382		B.1.177	9/5/2020	Spain
ERR5709384		B.1.177	8/8/2020	Spain
ERR5709385		B.1	8/7/2020	Spain
ERR5709386		B.1	3/29/2020	Spain
ERR5709406		B.1.177	9/12/2020	Spain
ERR5709407		B.1.177	8/8/2020	Spain
ERR5709410		B.1.177	9/4/2020	Spain
ERR5709413		B.1	4/23/2020	Spain
ERR5709415		B.1.177	8/9/2020	Spain
ERR5709419		B.1.600	8/8/2020	Spain
ERR5709424		B.1.177	8/10/2020	Spain
ERR5709430		B.1.177	8/10/2020	Spain
ERR5709432		B.1.177	10/31/2020	Spain
ERR5709437		B.1	5/4/2020	Spain
ERR5709439		B.1.177	8/9/2020	Spain
ERR5709441		B.1.177	8/11/2020	Spain
ERR5709446		B.1.600	8/11/2020	Spain
ERR5709450		B.1.1.232	9/10/2020	Spain
ERR5709451		B.1.177	8/12/2020	Spain
ERR5709455		B.1.1.406	9/28/2020	Spain
ERR5709456		B.1.177	8/13/2020	Spain
ERR5709457		B.1.600	8/20/2020	Spain
ERR5709458		B.1.177	9/4/2020	Spain
ERR5709461		B.1.177.29	9/7/2020	Spain
ERR5713541		B.1.177	1/24/2021	Spain
ERR5714253		B.1.177	8/15/2020	Spain
ERR5714351		B.1.177	10/19/2020	Spain
ERR5714358		B.1.221	10/19/2020	Spain
ERR5714360		B.1.177	10/19/2020	Spain
ERR5714363		B.1.177	10/20/2020	Spain
ERR5714365		B.1.177	10/20/2020	Spain
ERR5714369		B.1.177.53	10/19/2020	Spain
ERR5714375		B.1.221	11/12/2020	Spain
ERR5714377		B.1.177	11/5/2020	Spain
ERR5714378		B.1.177	11/17/2020	Spain
ERR5714379		B.1.177.32	11/4/2020	Spain
ERR5714383		B.1.177	11/17/2020	Spain
ERR5714390		B.1.177	11/7/2020	Spain
ERR5714393		B.1.177	11/2/2020	Spain
ERR5714397		B.1.177.43	11/10/2020	Spain
ERR5714399		B.1.177	11/4/2020	Spain
ERR5714402		B.1.177	11/4/2020	Spain
ERR5730028		B.1.177	9/1/2020	Spain
ERR5730030		B.1.177	9/1/2020	Spain
ERR5730032		B.1.177	9/2/2020	Spain
ERR5730033		B.1.177	9/8/2020	Spain
ERR5730037		B.1.177	9/8/2020	Spain
ERR5730038		B.1.177	9/9/2020	Spain
ERR5730040		B.1.177	9/11/2020	Spain
ERR5730043		B.1.389	9/15/2020	Spain
ERR5730047		B.1.177	9/15/2020	Spain
ERR5730048		A.2	3/20/2020	Spain
ERR5730051		B.1.177	9/15/2020	Spain
ERR5730055		B.1.177	10/3/2020	Spain
ERR5730056		A.2	4/13/2020	Spain
ERR5730060		B.1.177	10/3/2020	Spain
ERR5730065		A.2	4/20/2020	Spain
ERR5730066		A.2	3/11/2020	Spain
ERR5730069		B.1.177	10/8/2020	Spain
ERR5730074		B.1.177	10/8/2020	Spain
ERR5730080		B.1.177	10/8/2020	Spain
ERR5730082		B.1.177	11/26/2020	Spain
ERR5730084		B.1.177	10/8/2020	Spain
ERR5730090		B.1.177	10/12/2020	Spain
ERR5730099		B.1.177	11/6/2020	Spain
ERR5730101		B.1.177	10/12/2020	Spain
ERR5730106		B.1.177	11/12/2020	Spain
ERR5730109		B.1.177	11/26/2020	Spain
ERR5730123		B.1.177	10/30/2020	Spain
ERR5730126		B.1.177	11/27/2020	Spain
ERR5730129		B.1.177	11/9/2020	Spain
ERR5730142		A.2	3/12/2020	Spain
ERR5730146		B.1.177	10/31/2020	Spain
ERR5730150		B.1.177	11/1/2020	Spain
ERR5730156		B.1	11/3/2020	Spain
ERR5730163		B.1.177	7/13/2020	Spain
ERR5730165		B.1.177	11/2/2020	Spain
ERR5730167		B.1.356	3/22/2020	Spain
ERR5730185		B.1.177	11/5/2020	Spain
ERR5730195		B.1.177	9/4/2020	Spain
ERR5730197		B.1.177	11/28/2020	Spain
ERR5730198		B.1.356	3/29/2020	Spain
ERR5730290		B.1.177	11/27/2020	Spain
ERR5730292		B.1.177	11/8/2020	Spain
ERR5730302		B.1.177	12/5/2020	Spain
ERR5730315		B.1.177	12/6/2020	Spain
ERR5730320		B.1.177	9/11/2020	Spain
ERR5730346		B.1.1.222	9/8/2020	Spain
ERR5730354		B.1.177	12/6/2020	Spain
ERR5730361		B.1	4/13/2020	Spain
ERR5730378		B.1.177	8/29/2020	Spain
ERR5730392		A.2	3/4/2020	Spain
ERR5730396		B.1.177	9/11/2020	Spain
ERR5730402		A.2	3/5/2020	Spain
ERR5730406		A.2	3/5/2020	Spain
ERR5730417		A.2	3/5/2020	Spain
ERR5730420		B.1.177	9/15/2020	Spain
ERR5730431		A.2	3/5/2020	Spain
ERR5730437		B.1.600	6/19/2020	Spain
ERR5730441		A.2	3/7/2020	Spain
ERR5730455		A.2	3/7/2020	Spain
ERR5730464		A.2	3/7/2020	Spain
ERR5730465		B.1.177	7/17/2020	Spain
ERR5730468		B.1.356	3/11/2020	Spain
ERR5730480		A.2	3/7/2020	Spain
ERR5730483		B.1.177	8/11/2020	Spain
ERR5730485		A.2	3/6/2020	Spain
ERR5730494		A.2	3/6/2020	Spain
ERR5730500		B.1.177	8/15/2020	Spain
ERR5730502		A.2	3/7/2020	Spain
ERR5730503		A.2	3/8/2020	Spain
ERR5730508		B.1.177	8/17/2020	Spain
ERR5730510		A.2	3/7/2020	Spain
ERR5730513		A.2	3/10/2020	Spain
ERR5730524		A.2	3/7/2020	Spain
ERR5730536		A.2	3/10/2020	Spain
ERR5730539		B.1.177	9/27/2020	Spain
ERR5730551		A.2	3/10/2020	Spain
ERR5730555		A.2	3/11/2020	Spain
ERR5730564		B.1.356	3/11/2020	Spain
ERR5730571		A.2	3/10/2020	Spain
ERR5730584		A.2	3/10/2020	Spain
ERR5730585		B.1.177	11/10/2020	Spain
ERR5730589		A.2	3/10/2020	Spain
ERR5730591		B.1.177	11/15/2020	Spain
ERR5730724		B.1.356	3/11/2020	Spain
ERR5730725		B.1	3/11/2020	Spain
ERR5730727		B.1.177	11/1/2020	Spain
ERR5730729		B.1.356	3/11/2020	Spain
ERR5730732		B.1.356	3/11/2020	Spain
ERR5730733		B.1.177	11/2/2020	Spain
ERR5730736		B.1.356	3/11/2020	Spain
ERR5730737		A.2	3/11/2020	Spain
ERR5730744		A.2	3/11/2020	Spain
ERR5730745		B.1.177	9/30/2020	Spain
ERR5730750		B.1.356	3/20/2020	Spain
ERR5730752		B.1.177	10/21/2020	Spain
ERR5730758		B.1.356	3/21/2020	Spain
ERR5730764		B.1.177	11/5/2020	Spain
ERR5730767		B.1.356	3/21/2020	Spain
ERR5730777		B.1.177	11/7/2020	Spain
ERR5730782		A.2	3/22/2020	Spain
ERR5730789		B.1.356	3/22/2020	Spain
ERR5730801		B.1	3/22/2020	Spain
ERR5730802		B.1.177	9/23/2020	Spain
ERR5730820		B.1.177	10/1/2020	Spain
ERR5730824		B.1.356	3/20/2020	Spain
ERR5730831		B.1.356	3/22/2020	Spain
ERR5730842		B.1.356	3/22/2020	Spain
ERR5730853		B.1.356	3/20/2020	Spain
ERR5730871		B.1	3/28/2020	Spain
ERR5730872		B.1	3/20/2020	Spain
ERR5730877		A.2	3/19/2020	Spain
ERR5730880		B.1.177	10/18/2020	Spain
ERR5730881		A.2	3/20/2020	Spain
ERR5730887		B.1.177	9/10/2020	Spain
ERR5730890		B.1.177	1/10/2021	Spain
ERR5730894		B.1.177	11/6/2020	Spain
ERR5730904		B.1.177	10/14/2020	Spain
ERR5730914		A.2	3/28/2020	Spain
ERR5730918		B.1	3/28/2020	Spain
ERR5730922		B.1.356	3/29/2020	Spain
ERR5730926		A.2	3/29/2020	Spain
ERR5730934		B.1	3/28/2020	Spain
ERR5730935		B.1	3/11/2020	Spain
ERR5730938		A.2	3/12/2020	Spain
ERR5730942		B.1.356	3/28/2020	Spain
ERR5730944		B.1	3/29/2020	Spain
ERR5730946		B.1	3/28/2020	Spain
ERR5730947		B.1.356	3/28/2020	Spain
ERR5730950		A.2	3/7/2020	Spain
ERR5746216		B.3	10/5/2020	United Kingdom
ERR5746545		B.1.160	11/1/2020	United Kingdom
ERR5747267		B.1.258	11/6/2020	United Kingdom
ERR5748357		B.1.177	12/25/2020	Spain
ERR5748461		B.1	1/9/2021	Spain
ERR5771067		B.1.1	3/21/2020	Romania
ERR5771088		B.1	3/22/2020	Romania
ERR5771109		B.1	3/22/2020	Romania
ERR5771115		B.1	3/22/2020	Romania
ERR5771137		B.1	3/25/2020	Romania
ERR5771138		B.1	3/25/2020	Romania
ERR5771139		B.1	3/25/2020	Romania
ERR5771141		B.1	3/25/2020	Romania
ERR5771143		B.1	4/8/2020	Romania
ERR5771144		B.1.1	4/11/2020	Romania
ERR5773021		B.1.1	4/11/2020	Romania
ERR5773024		B.1.1	4/15/2020	Romania
ERR5773029		B.1.1	5/8/2020	Romania
ERR5773033		B.1.180	5/29/2020	Romania
ERR5778702		B.1.177	9/6/2020	Spain
ERR5778704		B.1.177	9/8/2020	Spain
ERR5778705		B.1.177.53	9/9/2020	Spain
ERR5778706		B.1.177.53	9/11/2020	Spain
ERR5778708		B.1.1.306	9/13/2020	Spain
